"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Brunei Darussalam","BRN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","7076283755.04218","7101437330.39971","8532760029.33627","9464255592.2259","10105537880.4547","12385592665.9333","11519009534.2868","9235168243.49102","9600571983.86506","9648715584.89183","9706595966.2633","9561894976.16429","9302244591.12579","9489138760.54273","9593269453.61203","9490220608.72754","9593609020.9021","9895418335.16685","10366299816.6483","10397872753.9421","10724927172.7173","11205265273.194","11527788412.1746","11358194866.1533","11294758342.5009","11639492115.8783","11971150348.3682","12299643564.3564","12775897689.769","13146904070.407","13213206307.2974","13264408434.1768","13847739933.9934","13869146021.2688","13600124165.7499","13360145141.1808","13707370737.0737","14220755408.8742","14350568390.1724","14045471213.788","13693161276.1276","13639431536.487","13301457645.7646","13478181151.4485","13485221855.5189","14006979896.272","14175484136.0259",
"Bhutan","BTN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","165132630.673379","190104473.964079","196643637.947172","217155567.168703","227050605.839669","236197414.424079","263105490.59612","339549011.895085","355736579.900596","381903023.501274","421556464.738913","419837038.413717","439153284.741811","447876478.868672","470053099.157839","503305206.66088","531315011.435611","559867022.178136","592977730.502619","640320906.601649","661804110.259602","717057834.190665","795878852.307599","858142861.354838","909706453.911424","975999031.580887","1044316407.60137","1236061819.07918","1295386119.2204","1382803097.87711","1547991317.81183","1671561536.53383","1757118756.56187","1794369193.32997","1898020852.26839","2024091802.68411","2188590422.33604","2290400030.50247","2360374725.21472","2489357934.58305","2320776085.79123",
"Botswana","BWA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","205010517.975428","218014916.783675","232549247.070184","246318592.860586","263147820.364486","278447116.390125","296111854.618687","313655178.943676","346799298.921374","399247160.41947","467599342.950718","588338670.649789","743436163.577403","901811738.116594","981151288.076411","1064021782.43694","1177312189.89842","1318731402.15256","1507742557.49907","1690912002.82605","1893599957.04496","2065252094.1095","2316500995.54135","2621045104.84762","2845023464.42298","3047739103.93799","3296828514.75988","3688555309.6214","4405978192.66512","4981372768.18348","5318752276.40473","5715462537.10659","5882186597.67998","5994895595.16633","6212385372.90191","6649141551.59546","7036773210.98481","7622647271.30127","7656466173.47903","8396635190.76168","8563534760.35649","8584992740.53366","9106061524.90588","9527298350.73512","9785090060.42344","10230961941.7274","11086666407.6476","12004283598.7785","12754003611.8062","11778027692.1883","12786654498.3514","13560037580.374","14164292445.2226","15771004365.4671","16425384696.87","16146492271.1203","16841399749.4829","17330473616.2633","18106677203.4759","18654568969.5079","17182153843.9556",
"Central African Republic","CAF","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","900551228.174374","945160517.740292","910059144.692442","903624928.687757","922423260.365636","931163946.817767","937167940.355572","980995659.106656","994769948.421293","1065314482.36568","1090167000.2025","1102488093.62901","1102478533.12974","1123303690.6516","1194510289.17002","1199347901.79761","1264502704.28191","1312632647.7018","1328505466.60489","1295755976.37599","1237723745.84339","1218607527.56498","1312632647.7018","1205961377.1635","1320307338.48599","1372158706.24441","1421254260.08997","1351058684.36871","1374164020.96504","1401334959.87338","1371240898.31506","1363664202.64833","1276061347.89211","1280339671.31276","1343075667.48326","1439777727.41401","1382185279.84755","1455440215.33329","1523847977.69217","1578706122.46911","1539405300.11954","1608135729.32858","1666294636.47643","1576356629.77498","1670857384.75019","1686032287.207","1766474328.01447","1847865248.37389","1885822820.57686","2047763337.36047","2142591539.43547","2232465012.76689","2345288464.58159","1491791623.65991","1493001026.81681","1557754288.33201","1631752552.63553","1705626530.44861","1770260285.72302","1823368094.29471","1823368094.29471",
"Canada","CAN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1079103806047.38","1109281402386.08","1153325227862.12","1210043026230.03","1227050514799.17","1269041977011.59","1317406310832.69","1368969973017.1","1437361808211.55","1497239679784.77","1600079217041.44","1616201978377.65","1568873116946.28","1617343367486.26","1668239244640.1","1697637332788.07","1737177385979.87","1787035003652.16","1798814724939.94","1816827955111.97","1872057348846.81","1917539872203.59","1953233254289.74","1847703996298.69",
"Central Europe and the Baltics","CEB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","799457248190.546","721612196013.878","708568871999.828","719546711378.69","749108920610.798","791978927492.168","827937743078.297","847830861989.625","870788722391.37","887941902822.24","923076057551.499","951017672171.315","984768352233.405","1024814176151.09","1083765509039.95","1137854132821.35","1212485416455.13","1289882225020.03","1340261497810.89","1294456147603.48","1316585584120.7","1358121899359.27","1367198317578.46","1384232970498.97","1425637577154.79","1482385175511.09","1528195979951.3","1602915994612.46","1674992401458.16","1739249134307.14","1670063179680.44",
"Switzerland","CHE","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","355798872774.126","361496407962.182","356762910750.65","359042909536.919","369844558649.291","383431153282.5","390557730839.798","396749937771.555","409753799358.847","427499392413.045","443208394942.938","439149418937.32","438957366091.773","438404351195.425","443971024342.07","446105932598.436","448309293902.912","458482185473.768","472536183755.976","480784465400.367","499902423278.636","507779971959.633","507752011245.753","507514147844.804","521833802215.75","536876383960.366","558432011619.952","580745403737.188","596747909749.776","584337741980.175","603434493402.679","615023126905.369","622509149394.166","633849198063.623","649358506468.394","660123368612.609","673624122427.937","684299849661.364","704920576240.946","712547329373.334","692095426032.167",
"Channel Islands","CHI","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","29375692257.1695","30916527184.3872","32161438540.1711","34039711620.9842","34910182119.1023","35241923981.3184","39201792004.9645","40619328747.0318","42078380449.811","43735420036.097","44535326423.2174","48731750485.5682","48234712071.0831","45808868607.7394","46900104265.4055","40844315409.0887","42409708109.933","46839269114.6994","50446409757.0584","54693142233.5659","59061276084.0798","62915243091.1446","55985566287.3175","53176534993.465","55358731548.5091","57578570293.9906","60674968647.9445","64594855902.1142","69339419416.1774","76220235503.4875","78761086957.4583","84907911073.8979","94389329346.4701","100608438212.434","105669241836.513","115108987852.776","122939756290.644","132071585918.002","137783126643.784","137215327660.067","144524703666.117","149298423006.472","153937081014.428","160234720403.17","171786906198.964","181652337025.042","193127635486.362","202601172713.024","209752043005.204","206471018816.037","218537551220.071","231892203586.311","244225687257.03","254104626803.816","258593994337.533","264551397536.533","269078108162.781","272265458649.67","282377014371.719","285037020831.58","268586104417.696",
"China","CHN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","128048892199.842","93129959291.8923","87933307572.591","96990438248.4138","114623299916.352","134051949255.035","148328481856.291","139769928446.916","134039361391.576","156745629206.094","186997535637.001","200199561659.241","207827164954.964","223954552958.887","229127903133.337","249107856287.653","245196862937.084","263758265459.391","293631468552.653","315921986693.138","340671773267.911","358089507138.173","390378845910.266","432423438157.618","498115217836.818","565015466424.551","615584134632.382","687345410633.151","764483402199.455","796640130188.099","827870425787.969","904554292381.924","1033222885388.19","1176672753882.87","1330073305497.62","1475768928108.53","1622202937533.08","1772042252268.52","1911075833037.75","2057495803276.08","2232179118793.64","2418247620891.05","2639121430169.58","2904037243763.46","3197740575275.14","3562110060961.81","4015244502561.45","4586648363844.12","5029291070607.83","5501980339588.04","6087163874510.73","6668538680617.58","7192934987438.43","7751549114981.29","8327160831974.03","8913503612407.85","9523968278958.64","10185617478785.5","10873123622044.8","11520043405728.1","11785004404054.6",
"Cote d'Ivoire","CIV","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","4293692787.71336","4720166192.1003","4778082371.17553","5470443510.27801","6433957530.4362","6233883695.15809","6955602833.03454","7275432008.84619","8188371306.95094","8969477959.7062","9900064154.21359","10836277349.5203","11295369786.113","11966224110.1107","12484048201.5998","13514342513.9023","15259908704.123","16376088493.4118","18162630276.8917","18597517651.9705","16559657968.6729","17139328614.9421","17173748217.7218","16503930744.2857","16058116427.9599","16780928086.1183","17327877058.8423","17267407462.1268","17463648778.8497","17978478008.4221","17781450355.7303","17788727444.239","17745223223.5285","17711066312.8811","17854739666.7697","19127022836.5775","20605413057.6559","21376787646.0819","22430808559.6132","22793633043.7705","22322169524.8493","22349262369.584","21976556652.7534","21677777466.0371","21944798441.1677","22322522706.6385","22660896962.3745","23060870129.361","23647271499.8262","24416151588.3181","24908781285.4756","23815969585.7659","26365827346.7508","28709596819.2439","31234340981.9648","33996350011.177","36437018631.0283","39118651332.4081","41814037631.2325","44419766992.0887","45226626056.5907",
"Cameroon","CMR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","4955702656.44646","5014362357.87608","5166877150.02242","5360250127.34709","5550386759.45657","5662840576.57885","5924178156.05844","5277727949.97714","5612669657.89624","5887773511.85146","6069827486.41713","6281039747.92013","6448984907.91366","6794371952.99976","7523697657.31469","8369741880.9108","7909812981.10393","8996611122.42026","10976135910.5893","11638558749.5086","11409827124.0318","13358931636.7624","14363016004.5167","15349299977.7307","16496594539.4115","17826741627.4774","19033908508.721","18625317071.3821","17168140809.5283","16855831638.4433","15826665522.8672","15223891239.0833","14751950121.8644","13581815617.1514","13870284612.9295","14351554659.3795","14977438374.7366","15760956210.065","16470560361.0115","17177479602.6837","17787859759.2945","18564848458.4596","19351478900.0053","20235298726.3645","21607445414.0431","22044058919.062","22806269464.9176","23924278801.7318","24758949260.4396","25303315389.845","26169323292.5278","27249927182.3218","28487963590.7911","30027528838.525","31794366449.7198","33591213542.1421","35152694906.3937","36400294743.3276","37879051927.1436","39288422138.9406","39575360886.1747",
"Congo, Dem. Rep.","COD","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","15841902487.6515","14122838069.9139","17116978249.6233","18009455806.8573","17569984822.4217","17745218854.0711","18947543549.287","18760770287.1194","19573617893.1876","21399608887.287","21347167738.6659","22629069018.2458","22663269577.9722","24507442348.6374","25274668878.1658","24015578136.8558","22740590593.8128","22913599552.0054","21688800856.4925","21782081843.1649","22260179572.5865","22783410452.5475","22679135884.3483","22999298082.0939","24273706213.3562","24387270978.7052","25537669679.5156","26220966410.5257","26344304942.8359","26010772702.6603","24302304337.4723","22255794773.7375","19918934416.3647","17236043073.1679","16563837944.3293","16679784616.1087","16509121623.1723","15581796568.5625","15328724189.3432","14674166078.8422","13660045126.8279","13373160543.8867","13767369914.346","14535289345.1274","15514731493.4809","16466583721.9743","17342767276.9549","18428333938.383","19575662524.8682","20134560220.3573","21565720044.4634","23048292322.5825","24681701508.4285","26775192727.4219","29310880617.2735","31338076169.6075","32089995419.0273","33285972750.2513","35223589533.3209","36767977989.348","37052362500.4531",
"Congo, Rep.","COG","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","1590972928.39433","1723830729.90263","1813509727.46617","1740437972.8001","1806866944.38997","1873295824.63904","1898753586.36404","1938936377.96052","2086902938.51711","2244433332.60435","2387144956.93783","2572221161.31084","2793883627.71428","3023853467.99518","3262300062.46117","3514527950.97585","3546731105.0363","3229177089.88376","3434544583.31233","3771584162.03666","4436763581.02151","5218509010.55457","6449957109.2358","6827535201.59714","7303833005.17244","7217234316.32036","6722021875.70375","6734751814.90773","6853705273.27659","7031893147.23271","7102212329.52872","7272336412.09299","7462286061.58634","7389179298.05248","6983286082.24601","7261592684.87497","7573149979.88773","7525832018.50446","7807113961.56324","7605518714.95869","8181711321.76211","8492829231.86523","8881959631.77947","8954193418.73654","9265497738.55403","9984107411.27448","10781462027.591","10068376689.2467","10703326375.9221","11948903384.0853","13135580695.2473","13425341013.2288","14760780243.7277","14655619359.9056","15639990316.6908","15084679672.3875","13470302733.4752","12881178908.9639","12256956842.3277","12285408139.2783","11308876317.4576",
